sg nom,sg gen,sg part,sg ill,sg ine,sg ela,sg all,sg ade,sg abl,sg trans,sg term,sg com,pl nom,pl gen,pl part,pl ill,pl ine,pl ela,pl all,pl ade,pl abl,pl trans,pl term,pl com,kommentaar
koori,koorõ,koortõ,koorõsõ,koorõz,koorõss,koorõllõ,koorõll,koorõlt,koorõssi,koorõssaa,koorõka,koorõd,koorijõ,kooriit,kooriisõ,kooriiz,kooriiss,kooriillõ,kooriill,kooriilt,kooriissi,kooriissaa,koorijka,
koorrõ,koorrõ,koorrõt,koortõsõ,koorrõz,koorrõss,koorrõllõ,koorrõll,koorrõlt,koorrõssi,koorrõssaa,koorrõka,koorrõd,koortõjõ,koortõit,koortõisõ,koortõiz,koortõiss,koortõillõ,koortõill,koortõilt,koortõissi,koortõissaa,koortõika,
kopekkõ,kopeka,kopekka,kopekkasõ,kopekkõz,kopekõss,kopekõllõ,kopekõll,kopekõlt,kopekõssi,kopekkõssaa,kopekõka,kopekõd,kopekkojõ,kopekkoit,kopekkoisõ,kopekkoiz,kopekkoiss,kopekkoillõ,kopekkoill,kopekkoilt,kopekkoissi,kopekkoissaa,kopekkoika,sg vormides õ->a
kotko,kodgo,kotkoa,kotkosõ,kodgoz,kodgoss,kodgollõ,kodgoll,kodgolt,kodgossi,kodgossaa,kodgoka,kodgod,kotkojõ,kotkoit,kotkoisõ,kotkoiz,kotkoiss,kotkoillõ,kotkoill,kotkoilt,kotkoissi,kotkoissaa,kotkoika,
koto,koo,kottoa,kottosõ,kooz,kooss,koollõ,kooll,koolt,koossi,koossaa,kooka,kood,kotojõ,kotoit,kotoisõ,kotoiz,kotoiss,kotoillõ,kotoill,kotoilt,kotoissi,kotoissaa,kotoika,
kraaskõ,kraazga,kraaska,kraaskasõ,kraazgõz,kraazgõss,kraazgõllõ,kraazgõll,kraazgõlt,kraazgõssi,kraazgõssaa,kraazgõka,kraazgõd,kraaskojõ,kraaskoit,kraaskoisõ,kraaskoiz,kraaskoiss,kraaskoillõ,kraaskoill,kraaskoilt,kraaskoissi,kraaskoissaa,kraaskoika,
krõškõ,krõžga,krõška,krõškasõ,krõžgõz,krõžgõss,krõžgõllõ,krõžgõll,krõžgõlt,krõžgõssi,krõžgõssaa,krõžgõka,krõžgõd,krõškijõ,krõškiit,krõškiisõ,krõškiiz,krõškiiss,krõškiillõ,krõškiill,krõškiilt,krõškiissi,krõškiissaa,krõškijka,-i-mitmused nagu ̕poikõ̕
kuha,kuha,kuhha,kuhhasõ,kuhõz,kuhõss,kuhõllõ,kuhõll,kuhõlt,kuhõssi,kuhõssaa,kuhõka,kuhõd,kuhhijõ,kuhhiit,kuhhiisõ,kuhhiiz,kuhhiiss,kuhhiillõ,kuhhiill,kuhhiilt,kuhhiissi,kuhhiissaa,kuhhijka,ka sg ill tugeva vormi põhjal?
kuhjõ,kuhja,kuhja,kuhjasõ,kuhjõz,kuhjõss,kuhjõllõ,kuhjõll,kuhjõlt,kuhjõssi,kuhjõssaa,kuhjõka,kuhjõd,kuhjijõ,kuhjiit,kuhjiisõ,kuhjiiz,kuhjiiss,kuhjiillõ,kuhjiill,kuhjiilt,kuhjiissi,kuhjiissaa,kuhjijka,
kuhni,kuhni,kuhnia,kuhnisõ,kuhniz,kuhniss,kuhnillõ,kuhnill,kuhnilt,kuhnissi,kuhnissaa,kuhnika,kuhnid,kuhnijõ,kuhniit,kuhniisõ,kuhniiz,kuhniiss,kuhniillõ,kuhniill,kuhniilt,kuhniissi,kuhniissaa,kuhnijka,
kuivõ,kuiva,kuiva,kuivasõ,kuivõz,kuivõss,kuivõllõ,kuivõll,kuivõlt,kuivõssi,kuivõssaa,kuivõka,kuivõd,kuivijõ,kuiviit,kuiviisõ,kuiviiz,kuiviiss,kuiviillõ,kuiviill,kuiviilt,kuiviissi,kuiviissaa,kuivijka,
kuja,kuja,kuja,kujasõ,kujaz,kujass,kujallõ,kujall,kujalt,kujassi,kujassaa,kujaka,kujad,kujijõ,kujiit,kujiisõ,kujiiz,kujiiss,kujiillõ,kujiill,kujiilt,kujiissi,kujiissaa,kujijka,
kukko,kuko,kukkoa,kukkosõ,kukkoz,kukoss,kukollõ,kukoll,kukolt,kukossi,kukkossaa,kukoka,kukod,kukkojõ,kukkoit,kukkoisõ,kukkoiz,kukkoiss,kukkoillõ,kukkoill,kukkoilt,kukkoissi,kukkoissaa,kukkoika,
kukkõ,kuka,kukka,kukkasõ,kukkõz,kukõss,kukõllõ,kukõll,kukõlt,kukõssi,kukkõssaa,kukõka,kukõd,kukkijõ,kukkiit,kukkiisõ,kukkiiz,kukkiiss,kukkiillõ,kukkiill,kukkiilt,kukkiissi,kukkiissaa,kukkijka,
kultõ,kulla,kulta,kultasõ,kullõz,kullõss,kullõllõ,kullõll,kullõlt,kullõssi,kullõssaa,kullõka,kullõd,kultõjõ,kultõit,kultõisõ,kultõiz,kultõiss,kultõillõ,kultõill,kultõilt,kultõissi,kultõissaa,kultõika,
kultõin,kultõizõ,kultõissõ,kultõizõsõ,kultõizõz,kultõizõss,kultõizõllõ,kultõizõll,kultõizõlt,kultõizõssi,kultõizõssaa,kultõizõka,kultõizõd,kultõizijõ,kultõiziit,kultõiziisõ,kultõiziiz,kultõiziiss,kultõiziillõ,kultõiziill,kultõiziilt,kultõiziissi,kultõiziissaa,kultõizijka,
kummõ,kumma,kumma,kummasõ,kummõz,kummõss,kummõllõ,kummõll,kummõlt,kummõssi,kummõssaa,kummõka,kummõd,kummijõ,kummiit,kummiisõ,kummiiz,kummiiss,kummiillõ,kummiill,kummiilt,kummiissi,kummiissaa,kummijka,
kumpõ,kumma,kumpa,kumpasõ,kummõz,kummõss,kummõllõ,kummõll,kummõlt,kummõssi,kummõssaa,kummõka,kummõd,kumpijõ,kumpiit,kumpiisõ,kumpiiz,kumpiiss,kumpiillõ,kumpiill,kumpiilt,kumpiissi,kumpiissaa,kumpijka,
kurki,kurgõ,kurkõa,kurkõsõ,kurgõz,kurgõss,kurgõllõ,kurgõll,kurgõlt,kurgõssi,kurgõssaa,kurgõka,kurgõd,kurkijõ,kurkiit,kurkiisõ,kurkiiz,kurkiiss,kurkiillõ,kurkiill,kurkiilt,kurkiissi,kurkiissaa,kurkijka,
kurkku,kurku,kurkkua,kurkkusõ,kurkkuz,kurkuss,kurkullõ,kurkull,kurkult,kurkussi,kurkkussaa,kurkuka,kurkud,kurkkujõ,kurkkuit,kurkkuisõ,kurkkuiz,kurkkuiss,kurkkuillõ,kurkkuill,kurkkuilt,kurkkuissi,kurkkuissaa,kurkkuika,
kurp,kurva,kurpa,kurpasõ,kurvõz,kurvõss,kurvõllõ,kurvõll,kurvõlt,kurvõssi,kurvõssaa,kurvõka,kurvõd,kurpijõ,kurpiit,kurpiisõ,kurpiiz,kurpiiss,kurpiillõ,kurpiill,kurpiilt,kurpiissi,kurpiissaa,kurpijka,
kursi,kurzi,kursia,kursisõ,kurziz,kurziss,kurzillõ,kurzill,kurzilt,kurzissi,kursissaa,kurzika,kurzid,kursijõ,kursiit,kursiisõ,kursiiz,kursiiss,kursiillõ,kursiill,kursiilt,kursiissi,kursiissaa,kursijka,
kusi,kuzõ,kussõ,kussõ,kuzõz,kuzõss,kuzõllõ,kuzõll,kuzõlt,kuzõssi,kuzõssaa,kuzõka,kuzõd,kussijõ,kussiit,kussiisõ,kussiiz,kussiiss,kussiillõ,kussiill,kussiilt,kussiissi,kussiissaa,kussijka,
kuto,kuttõ,kuõtt,kuttõ,kuttõz,kuttõss,kuttõllõ,kuttõll,kuttõlt,kuttõssi,kuttõssaa,kuttõka,kuttõd,kuttõjõ,kuttõit,kuttõisõ,kuttõiz,kuttõiss,kuttõillõ,kuttõill,kuttõilt,kuttõissi,kuttõissaa,kuttõika,
kuttsu,kutsu,kuttsua,kuttsusõ,kuttsuz,kutsuss,kutsullõ,kutsull,kutsult,kutsussi,kuttsussaa,kutsuka,kutsud,kuttsujõ,kuttsuit,kuttsuisõ,kuttsuiz,kuttsuiss,kuttsuillõ,kuttsuill,kuttsuilt,kuttsuissi,kuttsuissaa,kuttsuika,
kuuluvõ,kuuluva,kuuluva,kuuluvasõ,kuuluvõz,kuuluvõss,kuuluvõllõ,kuuluvõll,kuuluvõlt,kuuluvõssi,kuuluvõssaa,kuuluvõka,kuuluvõd,kuuluvijõ,kuuluviit,kuuluviisõ,kuuluviiz,kuuluviiss,kuuluviillõ,kuuluviill,kuuluviilt,kuuluviissi,kuuluviissaa,kuuluvijka,
kuusi,kuuvvõ,kuuttõ,kuuvvõsõ,kuuvvõz,kuuvvõss,kuuvvõllõ,kuuvvõll,kuuvvõlt,kuuvvõssi,kuuvvõssaa,kuuvvõka,kuuvvõd,kuusijõ,kuusiit,kuusiisõ,kuusiiz,kuusiiss,kuusiillõ,kuusiill,kuusiilt,kuusiissi,kuusiissaa,kuusijka,nagu uusi
kuusi,kuuzõ,kuussõ,kuussõsõ,kuuzõz,kuuzõss,kuuzõllõ,kuuzõll,kuuzõlt,kuuzõssi,kuuzõssaa,kuuzõka,kuuzõd,kuusijõ,kuusiit,kuusiisõ,kuusiiz,kuusiiss,kuusiillõ,kuusiill,kuusiilt,kuusiissi,kuusiissaa,kuusijka,
kuuzikko,kuuziko,kuuzikkoa,kuuzikkosõ,kuuzikkoz,kuuzikoss,kuuzikollõ,kuuzikoll,kuuzikolt,kuuzikossi,kuuzikkossaa,kuuzikoka,kuuzikod,kuuzikkojõ,kuuzikkoit,kuuzikkoisõ,kuuzikkoiz,kuuzikkoiss,kuuzikkoillõ,kuuzikkoill,kuuzikkoilt,kuuzikkoissi,kuuzikkoissaa,kuuzikkoika,
kuuvvaiz,kuuvvõttõma,kuuvvõt,kuuvvõttõmasõ,kuuvvõttõmaz,kuuvvõttõmass,kuuvvõttõmallõ,kuuvvõttõmall,kuuvvõttõmalt,kuuvvõttõmassi,kuuvvõttõmassaa,kuuvvõttõmaka,kuuvvõttõmad,kuuvvõttõmijõ,kuuvvõttõmiit,kuuvvõttõmiisõ,kuuvvõttõmiiz,kuuvvõttõmiiss,kuuvvõttõmiillõ,kuuvvõttõmiill,kuuvvõttõmiilt,kuuvvõttõmiissi,kuuvvõttõmiissaa,kuuvvõttõmijka,
kuõ,kutõ,kuõttõ,kutõsõ,kuttõz,kuttõss,kuttõllõ,kuttõll,kuttõlt,kuttõssi,kuttõssaa,kuttõka,kuttõd,kuttõjõ,kuttõit,kuttõisõ,kuttõiz,kuttõiss,kuttõillõ,kuttõill,kuttõilt,kuttõissi,kuttõissaa,kuttõika,pole märgitud pl nom vorm ̕kuõd̕
kvartirõ,kvartira,kvartira,kvartirasõ,kvartirõz,kvartirõss,kvartirõllõ,kvartirõll,kvartirõlt,kvartirõssi,kvartirõssaa,kvartirõka,kvartirõd,kvartirojõ,kvartiroit,kvartiroisõ,kvartiroiz,kvartiroiss,kvartiroillõ,kvartiroill,kvartiroilt,kvartiroissi,kvartiroissaa,kvartiroika,sg nom -õ?
kõik,kõika,kõikka,kõikkasõ,kõikõz,kõikõss,kõikõllõ,kõikõll,kõikõlt,kõikõssi,kõikõssaa,kõikõka,kõikõd,kõikkijõ,kõikkiit,kõikkiisõ,kõikkiiz,kõikkiiss,kõikkiillõ,kõikkiill,kõikkiilt,kõikkiissi,kõikkiissaa,kõikkijka,
kõikõllain,kõikõllaizõ,kõikõllaissõ,kõikõllaizõsõ,kõikõllaizõz,kõikõllaizõss,kõikõllaizõllõ,kõikõllaizõll,kõikõllaizõlt,kõikõllaizõssi,kõikõllaizõssaa,kõikõllaizõka,kõikõllaizõd,kõikõllaisijõ,kõikõllaisiit,kõikõllaisiisõ,kõikõllaisiiz,kõikõllaisiiss,kõikõllaisiillõ,kõikõllaisiill,kõikõllaisiilt,kõikõllaisiissi,kõikõllaisiissaa,kõikõllaisijka,
kõlmaz,kõlmõttõma,kõlmaissõ,kõlmõttõmasõ,kõlmõttõmaz,kõlmõttõmass,kõlmõttõmallõ,kõlmõttõmall,kõlmõttõmalt,kõlmõttõmassi,kõlmõttõmassaa,kõlmõttõmaka,kõlmõttõmad,kõlmõttõmijõ,kõlmõttõmiit,kõlmõttõmiisõ,kõlmõttõmiiz,kõlmõttõmiiss,kõlmõttõmiillõ,kõlmõttõmiill,kõlmõttõmiilt,kõlmõttõmiissi,kõlmõttõmiissaa,kõlmõttõmijka,
kõlmõd,kõlmõ,kõlma,kõlmõsõ,kõlmõz,kõlmõss,kõlmõllõ,kõlmõll,kõlmõlt,kõlmõssi,kõlmõssaa,kõlmõka,kõlmõd,kõlmijõ,kõlmiit,kõlmiisõ,kõlmiiz,kõlmiiss,kõlmiillõ,kõlmiill,kõlmiilt,kõlmiissi,kõlmiissaa,kõlmijka,
kõltõin,kõltõizõ,kõltõissõ,kõltõizõsõ,kõltõizõz,kõltõizõss,kõltõizõllõ,kõltõizõll,kõltõizõlt,kõltõizõssi,kõltõizõssaa,kõltõizõka,kõltõizõd,kõltõizijõ,kõltõiziit,kõltõiziisõ,kõltõiziiz,kõltõiziiss,kõltõiziillõ,kõltõiziill,kõltõiziilt,kõltõiziissi,kõltõiziissaa,kõltõizijka,TODO vaata üle zijõ:sijõ ja iziit:isiit
kõrka,kõrka,kõrkatõ,kõrkasõ,kõrkaz,kõrkass,kõrkallõ,kõrkall,kõrkalt,kõrkassi,kõrkassaa,kõrkaka,kõrkad,kõrkõjõ,kõrkõit,kõrkõisõ,kõrkõiz,kõrkõiss,kõrkõillõ,kõrkõill,kõrkõilt,kõrkõissi,kõrkõissaa,kõrkõika,ka -ai- mitmusega
kõrtõ,kõrra,kõrta,kõrtasõ,kõrrõz,kõrrõss,kõrrõllõ,kõrrõll,kõrrõlt,kõrrõssi,kõrrõssaa,kõrrõka,kõrrõd,kõrtojõ,kõrtoit,kõrtoisõ,kõrtoiz,kõrtoiss,kõrtoillõ,kõrtoill,kõrtoilt,kõrtoissi,kõrtoissaa,kõrtoika,
kõrvõ,kõrva,kõrva,kõrvasõ,kõrvõz,kõrvõss,kõrvõllõ,kõrvõll,kõrvõlt,kõrvõssi,kõrvõssaa,kõrvõka,kõrvõd,kõrvijõ,kõrviit,kõrviisõ,kõrviiz,kõrviiss,kõrviillõ,kõrviill,kõrviilt,kõrviissi,kõrviissaa,kõrvijka,
kõrvõlin,kõrvõlizõ,kõrvõlissõ,kõrvõlizõsõ,kõrvõlizõz,kõrvõlizõss,kõrvõlizõllõ,kõrvõlizõll,kõrvõlizõlt,kõrvõlizõssi,kõrvõlizõssaa,kõrvõlizõka,kõrvõlizõd,kõrvõlisijõ,kõrvõlisiit,kõrvõlisiisõ,kõrvõlisiiz,kõrvõlisiiss,kõrvõlisiillõ,kõrvõlisiill,kõrvõlisiilt,kõrvõlisiissi,kõrvõlisiissaa,kõrvõlisijka,
kõva,kõva,kõvat,kõvasõ,kõvaz,kõvass,kõvallõ,kõvall,kõvalt,kõvassi,kõvassaa,kõvaka,kõvad,kõvijõ,kõviit,kõviisõ,kõviiz,kõviiss,kõviillõ,kõviill,kõviilt,kõviissi,kõviissaa,kõvijka,
köühä,köühä,köühä,köühäse,köühez,köühess,köühelle,köühell,köühelt,köühessi,köühessaa,köüheka,köühed,köühije,köühiit,köühiise,köühiiz,köühiiss,köühiille,köühiill,köühiilt,köühiissi,köühiissaa,köühijka,
laatko,laadgo,laatkoa,laatkosõ,laadgoz,laadgoss,laadgollõ,laadgoll,laadgolt,laadgossi,laadgossaa,laadgoka,laadgod,laatkojõ,laatkoit,laatkoisõ,laatkoiz,laatkoiss,laatkoillõ,laatkoill,laatkoilt,laatkoissi,laatkoissaa,laatkoika,
laatto,laato,laattoa,laattosõ,laattoz,laatoss,laatollõ,laatoll,laatolt,laatossi,laattossaa,laatoka,laatod,laattojõ,laattoit,laattoisõ,laattoiz,laattoiss,laattoillõ,laattoill,laattoilt,laattoissi,laattoissaa,laattoika,
lad̕d̕uz,lad̕d̕usõ,lad̕d̕ussõ,lad̕d̕ussõ,lad̕d̕usõz,lad̕d̕usõss,lad̕d̕usõllõ,lad̕d̕usõll,lad̕d̕usõlt,lad̕d̕usõssi,lad̕d̕usõssaa,lad̕d̕usõka,lad̕d̕usõd,lad̕d̕ussijõ,lad̕d̕ussiit,lad̕d̕ussiisõ,lad̕d̕ussiiz,lad̕d̕ussiiss,lad̕d̕ussiillõ,lad̕d̕ussiill,lad̕d̕ussiilt,lad̕d̕ussiissi,lad̕d̕ussiissaa,lad̕d̕ussijka,ühtlustada sg nom -uz (mitte -us)
lad̕d̕õ,lad̕d̕a,lad̕d̕a,lad̕d̕asõ,lad̕d̕õz,lad̕d̕õss,lad̕d̕õllõ,lad̕d̕õll,lad̕d̕õlt,lad̕d̕õssi,lad̕d̕õssaa,lad̕d̕õka,lad̕d̕õd,lad̕d̕ojõ,lad̕d̕oit,lad̕d̕oisõ,lad̕d̕oiz,lad̕d̕oiss,lad̕d̕oillõ,lad̕d̕oill,lad̕d̕oilt,lad̕d̕oissi,lad̕d̕oissaa,lad̕d̕oika,
ladvõ,ladva,ladva,ladvasõ,ladvõz,ladvõss,ladvõllõ,ladvõll,ladvõlt,ladvõssi,ladvõssaa,ladvõka,ladvõd,ladvojõ,ladvoit,ladvoisõ,ladvoiz,ladvoiss,ladvoillõ,ladvoill,ladvoilt,ladvoissi,ladvoissaa,ladvoika,
lafkõ,lavga,lafka,lafkasõ,lavgõz,lavgõss,lavgõllõ,lavgõll,lavgõlt,lavgõssi,lavgõssaa,lavgõka,lavgõd,lafkojõ,lafkoit,lafkoisõ,lafkoiz,lafkoiss,lafkoillõ,lafkoill,lafkoilt,lafkoissi,lafkoissaa,lafkoika,
lahjõ,lahja,lahja,lahjasõ,lahjõz,lahjõss,lahjõllõ,lahjõll,lahjõlt,lahjõssi,lahjõssaa,lahjõka,lahjõd,lahjojõ,lahjoit,lahjoisõ,lahjoiz,lahjoiss,lahjoillõ,lahjoill,lahjoilt,lahjoissi,lahjoissaa,lahjoika,
lahnõ,lahna,lahna,lahnasõ,lahnõz,lahnõss,lahnõllõ,lahnõll,lahnõlt,lahnõssi,lahnõssaa,lahnõka,lahnõd,lahnojõ,lahnoit,lahnoisõ,lahnoiz,lahnoiss,lahnoillõ,lahnoill,lahnoilt,lahnoissi,lahnoissaa,lahnoika,
lahsi,lahzõ,lassõ,lahsõsõ,lahsõz,lahzõss,lahzõllõ,lahzõll,lahzõlt,lahzõssi,lahsõssaa,lahzõka,lahzõd,lahsijõ,lahsiit,lahsiisõ,lahsiiz,lahsiiss,lahsiillõ,lahsiill,lahsiilt,lahsiissi,lahsiissaa,lahsijka,
lahti,lahõ,lahtõa,lahtõsõ,lahõz,lahõss,lahõllõ,lahõll,lahõlt,lahõssi,lahõssaa,lahõka,lahõd,lahtijõ,lahtiit,lahtiisõ,lahtiiz,lahtiiss,lahtiillõ,lahtiill,lahtiilt,lahtiissi,lahtiissaa,lahtijka,
lainõ,laina,laina,lainasõ,lainõz,lainõss,lainõllõ,lainõll,lainõlt,lainõssi,lainõssaa,lainõka,lainõd,lainojõ,lainoit,lainoisõ,lainoiz,lainoiss,lainoillõ,lainoill,lainoilt,lainoissi,lainoissaa,lainoika,
laiskõ,laizga,laiska,laiskasõ,laizgõz,laizgõss,laizgõllõ,laizgõll,laizgõlt,laizgõssi,laizgõssaa,laizgõka,laizgõd,laiskojõ,laiskoit,laiskoisõ,laiskoiz,laiskoiss,laiskoillõ,laiskoill,laiskoilt,laiskoissi,laiskoissaa,laiskoika,
laivõ,laiva,laiva,laivasõ,laivõz,laivõss,laivõllõ,laivõll,laivõlt,laivõssi,laivõssaa,laivõka,laivõd,laivojõ,laivoit,laivoisõ,laivoiz,laivoiss,laivoillõ,laivoill,laivoilt,laivoissi,laivoissaa,laivoika,
laki,lagõ,lakkõa,lakkõsõ,lagõz,lagõss,lagõllõ,lagõll,lagõlt,lagõssi,lagõssaa,lagõka,lagõd,lakijõ,lakiit,lakiisõ,lakiiz,lakiiss,lakiillõ,lakiill,lakiilt,lakiissi,lakiissaa,lakijka,
lako,lago,lakkoa,lakkosõ,lagoz,lagoss,lagollõ,lagoll,lagolt,lagossi,lagossaa,lagoka,lagod,lakojõ,lakoit,lakoisõ,lakoiz,lakoiss,lakoillõ,lakoill,lakoilt,lakoissi,lakoissaa,lakoika,
lammõz,lampa,lammassõ,lampasõ,lampaz,lampass,lampallõ,lampall,lampalt,lampassi,lampassaa,lampaka,lampad,lampajõ,lampait,lampaisõ,lampaiz,lampaiss,lampaillõ,lampaill,lampailt,lampaissi,lampaissaa,lampaika,
lamppi,lampi,lamppia,lamppisõ,lamppiz,lampiss,lampillõ,lampill,lampilt,lampissi,lamppissaa,lampika,lampid,lamppijõ,lamppiit,lamppiisõ,lamppiiz,lamppiiss,lamppiillõ,lamppiill,lamppiilt,lamppiissi,lamppiissaa,lamppijka,
lanttu,lantu,lanttua,lanttusõ,lanttuz,lantuss,lantullõ,lantull,lantult,lantussi,lanttussaa,lantuka,lantud,lanttujõ,lanttuit,lanttuisõ,lanttuiz,lanttuiss,lanttuillõ,lanttuill,lanttuilt,lanttuissi,lanttuissaa,lanttuika,
latikkõ,latika,latikka,latikkasõ,latikkõz,latikõss,latikõllõ,latikõll,latikõlt,latikõssi,latikkõssaa,latikõka,latikõd,latikkojõ,latikkoit,latikkoisõ,latikkoiz,latikkoiss,latikkoillõ,latikkoill,latikkoilt,latikkoissi,latikkoissaa,latikkoika,sg vormides õ->a
latõšši,latõši,latõššia,latõššisõ,latõšiz,latõšiss,latõšillõ,latõšill,latõšilt,latõšissi,latõšissaa,latõšika,latõšid,latõššijõ,latõššiit,latõššiisõ,latõššiiz,latõššiiss,latõššiillõ,latõššiill,latõššiilt,latõššiissi,latõššiissaa,latõššijka,
laulu,laulu,laulua,laulusõ,lauluz,lauluss,laulullõ,laulull,laulult,laulussi,laulussaa,lauluka,laulud,laulujõ,lauluit,lauluisõ,lauluiz,lauluiss,lauluillõ,lauluill,lauluilt,lauluissi,lauluissaa,lauluika,
lauto,lauto,lautot,lautosõ,lautoz,lautoss,lautollõ,lautoll,lautolt,lautossi,lautossaa,lautoka,lautod,lautojõ,lautoit,lautoisõ,lautoiz,lautoiss,lautoillõ,lautoill,lautoilt,lautoissi,lautoissaa,lautoika,
lautti,lauti,lauttia,lauttisõ,lauttiz,lautiss,lautillõ,lautill,lautilt,lautissi,lauttissaa,lautika,lautid,lauttijõ,lauttiit,lauttiisõ,lauttiiz,lauttiiss,lauttiillõ,lauttiill,lauttiilt,lauttiissi,lauttiissaa,lauttijka,
lauttõ,lauta,lautta,lauttasõ,lauttõz,lautõss,lautõllõ,lautõll,lautõlt,lautõssi,lauttõssaa,lautõka,lautõd,lauttojõ,lauttoit,lauttoisõ,lauttoiz,lauttoiss,lauttoillõ,lauttoill,lauttoilt,lauttoissi,lauttoissaa,lauttoika,
lautõ,lavva,lauta,lautasõ,lavvõz,lavvõss,lavvõllõ,lavvõll,lavvõlt,lavvõssi,lavvõssaa,lavvõka,lavvõd,lautojõ,lautoit,lautoisõ,lautoiz,lautoiss,lautoillõ,lautoill,lautoilt,lautoissi,lautoissaa,lautoika,
leemi,leeme,leemeä,leemese,leemez,leemess,leemelle,leemell,leemelt,leemessi,leemessaa,leemeka,leemed,leemije,leemiit,leemiise,leemiiz,leemiiss,leemiille,leemiill,leemiilt,leemiissi,leemiissaa,leemijka,
lehme,lehmä,lehmä,lehmäse,lehmez,lehmess,lehmelle,lehmell,lehmelt,lehmessi,lehmessaa,lehmeka,lehmed,lehmije,lehmiit,lehmiise,lehmiiz,lehmiiss,lehmiille,lehmiill,lehmiilt,lehmiissi,lehmiissaa,lehmijka,
lehto,leho,lehtoa,lehtosõ,lehoz,lehoss,lehollõ,leholl,leholt,lehossi,lehossaa,lehoka,lehod,lehtojõ,lehtoit,lehtoisõ,lehtoiz,lehtoiss,lehtoillõ,lehtoill,lehtoilt,lehtoissi,lehtoissaa,lehtoika,
leipe,leivä,leipä,leipäse,leivez,leivess,leivelle,leivell,leivelt,leivessi,leivessaa,leiveka,leived,leipije,leipiit,leipiise,leipiiz,leipiiss,leipiille,leipiill,leipiilt,leipiissi,leipiissaa,leipijka,
leivekkõin,leivekkõizõ,leivekkõissõ,leivekkõizõsõ,leivekkõizõz,leivekkõizõss,leivekkõizõllõ,leivekkõizõll,leivekkõizõlt,leivekkõizõssi,leivekkõizõssaa,leivekkõizõka,leivekkõizõd,leivekkõisijõ,leivekkõisiit,leivekkõisiisõ,leivekkõisiiz,leivekkõisiiss,leivekkõisiillõ,leivekkõisiill,leivekkõisiilt,leivekkõisiissi,leivekkõisiissaa,leivekkõisijka,leive- VS leivä-?
lello,lello,lelloa,lellosõ,lelloz,lelloss,lellollõ,lelloll,lellolt,lellossi,lellossaa,lelloka,lellod,lellojõ,lelloit,lelloisõ,lelloiz,lelloiss,lelloillõ,lelloill,lelloilt,lelloissi,lelloissaa,lelloika,
lento,lenno,lentoa,lentosõ,lennoz,lennoss,lennollõ,lennoll,lennolt,lennossi,lennossaa,lennoka,lennod,lentojõ,lentoit,lentoisõ,lentoiz,lentoiss,lentoillõ,lentoill,lentoilt,lentoissi,lentoissaa,lentoika,
lepikko,lepiko,lepikkoa,lepikkosõ,lepikkoz,lepikoss,lepikollõ,lepikoll,lepikolt,lepikossi,lepikkossaa,lepikoka,lepikod,lepikkojõ,lepikkoit,lepikkoisõ,lepikkoiz,lepikkoiss,lepikkoillõ,lepikkoill,lepikkoilt,lepikkoissi,lepikkoissaa,lepikkoika,Laaksol on ainult lühike illatiiv
leppe,lepä,leppä,leppäse,leppäz,lepäss,lepälle,lepäll,lepält,lepässi,leppässaa,lepäka,lepäd,leppije,leppiit,leppiise,leppiiz,leppiiss,leppiille,leppiill,leppiilt,leppiissi,leppiissaa,leppijka,
liha,liha,liha,lihasõ,lihaz,lihass,lihallõ,lihall,lihalt,lihassi,lihassaa,lihaka,lihad,lihojõ,lihoit,lihoisõ,lihoiz,lihoiss,lihoillõ,lihoill,lihoilt,lihoissi,lihoissaa,lihoika,
l̕ihoratk,l̕ihoratka,l̕ihoratka,l̕ihoratkasõ,l̕ihoratkõz,l̕ihoratkõss,l̕ihoratkõllõ,l̕ihoratkõll,l̕ihoratkõlt,l̕ihoratkõssi,l̕ihoratkõssaa,l̕ihoratkõka,l̕ihoratkõd,l̕ihoratkojõ,l̕ihoratkoit,l̕ihoratkoisõ,l̕ihoratkoiz,l̕ihoratkoiss,l̕ihoratkoillõ,l̕ihoratkoill,l̕ihoratkoilt,l̕ihoratkoissi,l̕ihoratkoissaa,l̕ihoratkoika,
liikõ,liiga,liika,liikasõ,liigõz,liigõss,liigõllõ,liigõll,liigõlt,liigõssi,liigõssaa,liigõka,liigõd,liikojõ,liikoit,liikoisõ,liikoiz,liikoiss,liikoillõ,liikoill,liikoilt,liikoissi,liikoissaa,liikoika,
liippõ,liipa,liippa,liippasõ,liippõz,liipõss,liipõllõ,liipõll,liipõlt,liipõssi,liippõssaa,liipõka,liipõd,liippojõ,liippoit,liippoisõ,liippoiz,liippoiss,liippoillõ,liippoill,liippoilt,liippoissi,liippoissaa,liippoika,
l̕iitkõ,l̕iidga,l̕iitka,l̕iitkasõ,l̕iidgõz,l̕iidgõss,l̕iidgõllõ,l̕iidgõll,l̕iidgõlt,l̕iidgõssi,l̕iidgõssaa,l̕iidgõka,l̕iidgõd,l̕iitkojõ,l̕iitkoit,l̕iitkoisõ,l̕iitkoiz,l̕iitkoiss,l̕iitkoillõ,l̕iitkoill,l̕iitkoilt,l̕iitkoissi,l̕iitkoissaa,l̕iitkoika,
